Description,Date,Amount,Area,Type
Ingreso trabajo esporádico,14/09/2021,"70,00",Deposit,Income
Cuota plataforma web,13/09/2021,"1,09",Invoice,Expenses
Concierto música live,12/09/2021,"10,75",Leisure,Expenses
Paseo turístico ciudad,11/09/2021,"3,00",Leisure,Expenses
Cobro laboral mensual,07/09/2021,"613,62",Salary,Income
Factura gas calefacción,07/09/2021,"64,35",Invoice,Expenses
Salida bar copas,01/09/2021,"1,50",Leisure,Expenses
Aportación índice bursátil,01/08/2021,"50,00",Investment,Expenses
Salario mes corriente,23/08/2021,"264,07",Salary,Income
Supermercado Día semana,10/08/2021,"24,86",Food,Expenses
Comida delivery casa,20/08/2021,"13,41",Food,Expenses
Seguro vida mensual,22/08/2021,"50,31",Invoice,Expenses
Compra online facturada,09/08/2021,"3,32",Invoice,Expenses
Pago servicio online,06/08/2021,"79,35",Invoice,Expenses
Tarifa plan datos móvil,17/08/2021,"99,77",Invoice,Expenses
Café con compañeros,11/08/2021,"11,93",Leisure,Expenses
Menú almuerzo vacaciones,16/08/2021,"37,71",Vacations,Expenses
Inversión periódica automatizada,01/07/2021,"10,00",Investment,Expenses
Ingreso trabajo parcial,27/07/2021,"394,03",Salary,Income
Frutería mercado local,04/07/2021,"42,30",Food,Expenses
Pedido comida online,24/07/2021,"17,79",Food,Expenses
Suscripción servicio digital,19/07/2021,"46,39",Invoice,Expenses
Factura teléfono móvil,26/07/2021,"78,53",Invoice,Expenses
Paseo turístico ciudad,15/07/2021,"22,32",Leisure,Expenses
Actividad deportiva semana,04/07/2021,"12,95",Leisure,Expenses
Transferencia familiar recibida,27/07/2021,"78,32",Deposit,Income
Inversión bolsa mensual,01/06/2021,"30,00",Investment,Expenses
Ingreso laboral mensual,27/06/2021,"226,71",Salary,Income
Mercadona semana despensa,01/06/2021,"47,47",Food,Expenses
Almuerzo entre semana,02/06/2021,"25,80",Food,Expenses
Supermercado Día semana,24/06/2021,"19,19",Food,Expenses
Pago mensual almacenamiento,09/06/2021,"98,57",Invoice,Expenses
Material oficina compra,23/06/2021,"49,14",Invoice,Expenses
Spotify música mensual,27/06/2021,"24,53",Leisure,Expenses
Streaming plataforma digital,05/06/2021,"11,14",Leisure,Expenses
Devolución Hacienda,16/06/2021,"91,95",Deposit,Income
Entrada museo viaje,11/06/2021,"120,15",Vacations,Expenses
Compra acciones tecnología,01/05/2021,"50,00",Investment,Expenses
Nómina mensual empresa,20/05/2021,"414,59",Salary,Income
Ingreso sueldo mensual,15/05/2021,"58,33",Salary,Income
Carnicería compra semana,16/05/2021,"6,95",Food,Expenses
Compra Lidl alimentación,08/05/2021,"14,55",Food,Expenses
Compra supermercado semanal,06/05/2021,"9,88",Food,Expenses
Cuota comunidad propietarios,28/05/2021,"23,72",Invoice,Expenses
Suscripción software mensual,25/05/2021,"38,23",Invoice,Expenses
Tarde museo exposición,24/05/2021,"21,44",Leisure,Expenses
Cena restaurante semana,17/05/2021,"10,11",Leisure,Expenses
Evento deporte espectáculo,16/05/2021,"22,14",Leisure,Expenses
Micro inversión fondo,01/04/2021,"20,00",Investment,Expenses
Cobro trabajo freelance,20/04/2021,"455,86",Salary,Income
Mercadona semana despensa,01/04/2021,"37,29",Food,Expenses
Frutería mercado local,03/04/2021,"33,61",Food,Expenses
Servicio profesional puntual,07/04/2021,"68,03",Invoice,Expenses
Ropa compra online,06/04/2021,"11,29",Invoice,Expenses
Amazon Prime renovación,13/04/2021,"28,74",Invoice,Expenses
Pago suscripción app,18/04/2021,"69,68",Invoice,Expenses
Tarde de compras,27/04/2021,"23,10",Leisure,Expenses
Ingreso trabajo esporádico,28/04/2021,"13,18",Deposit,Income
Compra participaciones fondo,01/03/2021,"20,00",Investment,Expenses
Pago nómina trabajo,24/03/2021,"469,86",Salary,Income
Pizza noche viernes,16/03/2021,"49,28",Food,Expenses
Compra semanal Alcampo,13/03/2021,"26,21",Food,Expenses
Cena romántica restaurante,28/03/2021,"14,24",Food,Expenses
Cena entre semana,03/03/2021,"15,17",Food,Expenses
Seguro vida mensual,05/03/2021,"36,28",Invoice,Expenses
Suscripción software mensual,02/03/2021,"21,61",Invoice,Expenses
Partido fútbol estadio,18/03/2021,"21,57",Leisure,Expenses
Aperitivo domingo amigos,02/03/2021,"18,94",Leisure,Expenses
Spotify música mensual,04/03/2021,"22,74",Leisure,Expenses
Cobro deuda pendiente,06/03/2021,"67,01",Deposit,Income
Aportación cartera bolsa,01/02/2021,"10,00",Investment,Expenses
Cobro trabajo mes,26/02/2021,"330,48",Salary,Income
Compra supermercado semanal,03/02/2021,"19,26",Food,Expenses
Frutería mercado local,02/02/2021,"23,59",Food,Expenses
Almuerzo entre semana,16/02/2021,"21,43",Food,Expenses
Tarifa plan datos móvil,01/02/2021,"11,40",Invoice,Expenses
Compra electrónica online,25/02/2021,"13,10",Invoice,Expenses
Factura anual dominio web,26/02/2021,"26,54",Invoice,Expenses
Ocio fin de semana,21/02/2021,"31,82",Leisure,Expenses
Café con compañeros,18/02/2021,"31,31",Leisure,Expenses
Devolución pago exceso,18/02/2021,"99,90",Deposit,Income
Inversión pequeña bolsa,01/01/2021,"30,00",Investment,Expenses
Transferencia nómina empresa,27/01/2021,"175,04",Salary,Income
Alimentación semana corriente,11/01/2021,"17,58",Food,Expenses
Comida delivery casa,07/01/2021,"25,33",Food,Expenses
Panadería desayunos semana,19/01/2021,"20,56",Food,Expenses
Carnicería compra semana,13/01/2021,"35,43",Food,Expenses
Factura internet fibra,21/01/2021,"99,41",Invoice,Expenses
Cuota gimnasio mensual,21/01/2021,"67,03",Invoice,Expenses
Cuota comunidad propietarios,21/01/2021,"43,22",Invoice,Expenses
Material oficina compra,17/01/2021,"35,66",Invoice,Expenses
Netflix suscripción mensual,09/01/2021,"13,06",Leisure,Expenses
Inversión ETF mensual,01/12/2020,"20,00",Investment,Expenses
Pago trabajo puntual,24/12/2020,"200,93",Salary,Income
Cena entre semana,10/12/2020,"25,65",Food,Expenses
Pedido comida online,16/12/2020,"30,21",Food,Expenses
Compra supermercado semanal,9/12/2020,"15,89",Food,Expenses
Tasa municipal anual,19/12/2020,"42,19",Invoice,Expenses
Seguro vida mensual,17/12/2020,"61,86",Invoice,Expenses
Seguro coche mensual,13/12/2020,"87,72",Invoice,Expenses
Cine tarde semana,15/12/2020,"28,36",Leisure,Expenses
Concierto música live,12/12/2020,"17,07",Leisure,Expenses
Aperitivo domingo amigos,6/12/2020,"14,12",Leisure,Expenses
Aportación mínima fondo,01/11/2020,"10,00",Investment,Expenses
Cobro mensual empleo,24/11/2020,"256,79",Salary,Income
Compra Lidl alimentación,22/11/2020,"29,24",Food,Expenses
Compra semanal Alcampo,13/11/2020,"17,87",Food,Expenses
Compra diaria alimentación,22/11/2020,"14,76",Food,Expenses
Compra online facturada,12/11/2020,"15,04",Invoice,Expenses
Pago servicio online,23/11/2020,"90,85",Invoice,Expenses
Cuota gimnasio mensual,2/11/2020,"49,53",Invoice,Expenses
Karting tarde amigos,12/11/2020,"33,22",Leisure,Expenses
Spotify música mensual,9/11/2020,"27,27",Leisure,Expenses
Cobro servicio prestado,14/11/2020,"71,23",Deposit,Income
Compra ETF mensual,01/10/2020,"30,00",Investment,Expenses
Ingreso sueldo mensual,26/10/2020,"328,41",Salary,Income
Ingreso laboral mensual,8/10/2020,"56,49",Salary,Income
Mercadona semana despensa,20/10/2020,"49,88",Food,Expenses
Menú del día trabajo,3/10/2020,"3,44",Food,Expenses
Suscripción software mensual,15/10/2020,"28,15",Invoice,Expenses
Recibo seguro médico,3/10/2020,"87,17",Invoice,Expenses
Pago mensual almacenamiento,12/10/2020,"52,07",Invoice,Expenses
Tarde museo exposición,2/10/2020,"23,54",Leisure,Expenses
Ocio fin de semana,23/10/2020,"25,46",Leisure,Expenses
Salida bar copas,27/10/2020,"20,04",Leisure,Expenses
Ingreso venta objeto,10/10/2020,"9,99",Deposit,Income
Inversión S&P500,01/09/2020,"30,00",Investment,Expenses
Ingreso trabajo parcial,25/09/2020,"332,69",Salary,Income
Cena entre semana,16/09/2020,"47,36",Food,Expenses
Supermercado Día semana,18/09/2020,"25,02",Food,Expenses
Cena casa amigos,24/09/2020,"21,70",Food,Expenses
Compra Lidl alimentación,04/09/2020,"19,75",Food,Expenses
Tasa municipal anual,16/09/2020,"23,74",Invoice,Expenses
Seguro hogar anual,11/09/2020,"74,66",Invoice,Expenses
Cuota gimnasio mensual,16/09/2020,"36,87",Invoice,Expenses
Factura luz mes,08/09/2020,"90,28",Invoice,Expenses
Cine tarde semana,01/09/2020,"33,90",Leisure,Expenses
Transferencia recibida amigo,20/09/2020,"83,47",Deposit,Income
Inversión cartera valores,01/08/2020,"25,00",Investment,Expenses
Cobro trabajo mes,26/08/2020,"482,16",Salary,Income
Cena romántica restaurante,25/08/2020,"13,86",Food,Expenses
Almuerzo entre semana,08/08/2020,"46,39",Food,Expenses
Brunch fin semana,21/08/2020,"18,01",Food,Expenses
Comida delivery casa,06/08/2020,"47,54",Food,Expenses
Suscripción servicio digital,05/08/2020,"19,14",Invoice,Expenses
Compra online facturada,02/08/2020,"17,42",Invoice,Expenses
Factura anual dominio web,26/08/2020,"49,33",Invoice,Expenses
Tarde de compras,17/08/2020,"4,09",Leisure,Expenses
Aperitivo domingo amigos,14/08/2020,"32,95",Leisure,Expenses
Ingreso puntual extra,15/08/2020,"8,49",Deposit,Income
Paseo barco vacaciones,13/08/2020,"115,51",Vacations,Expenses
Aportación plan pensiones,01/07/2020,"20,00",Investment,Expenses
Pago trabajo puntual,21/07/2020,"253,76",Salary,Income
Alimentación semana corriente,09/07/2020,"2,74",Food,Expenses
Compra semanal Alcampo,09/07/2020,"23,22",Food,Expenses
Frutería mercado local,09/07/2020,"36,76",Food,Expenses
Cena casa amigos,21/07/2020,"2,32",Food,Expenses
Ropa compra online,06/07/2020,"71,15",Invoice,Expenses
Recibo agua mensual,02/07/2020,"79,52",Invoice,Expenses
Amazon Prime renovación,26/07/2020,"70,47",Invoice,Expenses
Tarifa plan datos móvil,21/07/2020,"38,94",Invoice,Expenses
Streaming plataforma digital,04/07/2020,"32,29",Leisure,Expenses
Aportación cartera bolsa,01/06/2020,"15,00",Investment,Expenses
Cobro mensual empleo,23/06/2020,"357,80",Salary,Income
Cobro trabajo freelance,10/06/2020,"40,63",Salary,Income
Compra supermercado semanal,04/06/2020,"26,61",Food,Expenses
Cena entre semana,05/06/2020,"16,79",Food,Expenses
Recibo domiciliado mensual,09/06/2020,"62,42",Invoice,Expenses
Suscripción anual servicio,22/06/2020,"82,83",Invoice,Expenses
Seguro coche mensual,25/06/2020,"49,80",Invoice,Expenses
Compra libros ocio,11/06/2020,"21,52",Leisure,Expenses
Juego online suscripción,08/06/2020,"27,19",Leisure,Expenses
Noche fútbol bar,13/06/2020,"13,93",Leisure,Expenses
Actividad aventura vacaciones,16/06/2020,"61,93",Vacations,Expenses
Aportación plan ahorro,01/05/2020,"10,00",Investment,Expenses
Cobro nómina completa,28/05/2020,"342,35",Salary,Income
Pizza noche viernes,20/05/2020,"45,94",Food,Expenses
Carnicería compra semana,24/05/2020,"49,01",Food,Expenses
Frutería mercado local,10/05/2020,"23,75",Food,Expenses
Factura luz mes,18/05/2020,"6,79",Invoice,Expenses
Pago suscripción app,14/05/2020,"77,79",Invoice,Expenses
Tarde museo exposición,10/05/2020,"5,95",Leisure,Expenses
Actividad deportiva semana,08/05/2020,"26,01",Leisure,Expenses
Micro inversión fondo,01/04/2020,"25,00",Investment,Expenses
Salario mes corriente,24/04/2020,"292,25",Salary,Income
Compra Lidl alimentación,02/04/2020,"49,69",Food,Expenses
Brunch fin semana,08/04/2020,"16,82",Food,Expenses
Cena romántica restaurante,20/04/2020,"39,97",Food,Expenses
Comida delivery casa,27/04/2020,"16,01",Food,Expenses
Compra online facturada,07/04/2020,"83,74",Invoice,Expenses
Tarifa plan datos móvil,03/04/2020,"91,91",Invoice,Expenses
Ropa compra online,14/04/2020,"32,03",Invoice,Expenses
Tarde bolera amigos,10/04/2020,"1,98",Leisure,Expenses
Café con compañeros,21/04/2020,"10,49",Leisure,Expenses
Aportación fondo indexado,01/03/2020,"35,00",Investment,Expenses
Nómina mensual empresa,27/03/2020,"324,12",Salary,Income
Mercadona semana despensa,28/03/2020,"20,49",Food,Expenses
Menú del día trabajo,24/03/2020,"29,37",Food,Expenses
Frutería mercado local,27/03/2020,"16,88",Food,Expenses
Cuota comunidad propietarios,08/03/2020,"1,80",Invoice,Expenses
Material oficina compra,02/03/2020,"43,43",Invoice,Expenses
Factura internet fibra,13/03/2020,"37,71",Invoice,Expenses
Factura luz mes,03/03/2020,"4,72",Invoice,Expenses
Videojuego descarga digital,24/03/2020,"30,63",Leisure,Expenses
Salida noche amigos,17/03/2020,"30,23",Leisure,Expenses
Paseo turístico ciudad,08/03/2020,"14,34",Leisure,Expenses
Aportación mínima fondo,01/02/2020,"50,00",Investment,Expenses
Ingreso trabajo parcial,26/02/2020,"269,78",Salary,Income
Supermercado Día semana,19/02/2020,"3,09",Food,Expenses
Pedido comida online,14/02/2020,"11,14",Food,Expenses
Brunch fin semana,04/02/2020,"6,47",Food,Expenses
Cena romántica restaurante,10/02/2020,"11,71",Food,Expenses
Pago servicio online,08/02/2020,"46,96",Invoice,Expenses
Suscripción software mensual,11/02/2020,"97,15",Invoice,Expenses
Suscripción servicio digital,12/02/2020,"35,65",Invoice,Expenses
Juego online suscripción,14/02/2020,"5,53",Leisure,Expenses
Compra ETF mensual,01/01/2020,"15,00",Investment,Expenses
Cobro trabajo mes,28/01/2020,"426,68",Salary,Income
Compra Lidl alimentación,19/01/2020,"36,62",Food,Expenses
Carnicería compra semana,26/01/2020,"38,20",Food,Expenses
Compra diaria alimentación,19/01/2020,"28,84",Food,Expenses
Compra semanal Alcampo,05/01/2020,"47,48",Food,Expenses
Recibo agua mensual,21/01/2020,"15,95",Invoice,Expenses
Material oficina compra,23/01/2020,"35,15",Invoice,Expenses
Streaming plataforma digital,13/01/2020,"1,69",Leisure,Expenses
Inversión ETF mensual,01/12/2019,"20,00",Investment,Expenses
Cobro mensual empleo,27/12/2019,"142,10",Salary,Income
Ingreso laboral mensual,10/12/2019,"51,95",Salary,Income
Frutería mercado local,1/12/2019,"4,82",Food,Expenses
Almuerzo entre semana,16/12/2019,"47,22",Food,Expenses
Pedido comida online,12/12/2019,"16,71",Food,Expenses
Cuota comunidad propietarios,13/12/2019,"92,18",Invoice,Expenses
Factura teléfono móvil,20/12/2019,"23,16",Invoice,Expenses
Factura anual dominio web,4/12/2019,"48,18",Invoice,Expenses
Compra online facturada,4/12/2019,"26,00",Invoice,Expenses
Cena restaurante semana,11/12/2019,"11,52",Leisure,Expenses
Compra libros ocio,22/12/2019,"26,36",Leisure,Expenses
Aportación plan ahorro,01/11/2019,"5,00",Investment,Expenses
Ingreso sueldo mensual,24/11/2019,"180,53",Salary,Income
Nómina mensual empresa,14/11/2019,"35,75",Salary,Income
Alimentación semana corriente,15/11/2019,"13,39",Food,Expenses
Pizza noche viernes,10/11/2019,"34,40",Food,Expenses
Brunch fin semana,14/11/2019,"17,22",Food,Expenses
Frutería mercado local,2/11/2019,"37,78",Food,Expenses
Recibo seguro médico,6/11/2019,"94,82",Invoice,Expenses
Cuota plataforma web,16/11/2019,"53,01",Invoice,Expenses
Videojuego descarga digital,3/11/2019,"33,65",Leisure,Expenses
Vermut domingo terraceo,7/11/2019,"6,95",Leisure,Expenses
Tarde cine ciudad,10/11/2019,"2,84",Leisure,Expenses
Compra participaciones fondo,01/10/2019,"15,00",Investment,Expenses
Pago nómina trabajo,28/10/2019,"92,30",Salary,Income
Tapas bar con amigos,2/10/2019,"46,95",Food,Expenses
Cena romántica restaurante,14/10/2019,"39,82",Food,Expenses
Mercadona semana despensa,3/10/2019,"19,82",Food,Expenses
Compra supermercado semanal,2/10/2019,"31,80",Food,Expenses
Tarifa plan datos móvil,6/10/2019,"55,06",Invoice,Expenses
Tasa municipal anual,2/10/2019,"5,92",Invoice,Expenses
Escape room amigos,13/10/2019,"22,76",Leisure,Expenses
Inversión S&P500,01/09/2019,"10,00",Investment,Expenses
Cobro trabajo mes,27/09/2019,"111,41",Salary,Income
Compra diaria alimentación,21/09/2019,"28,88",Food,Expenses
Cena casa amigos,22/09/2019,"3,82",Food,Expenses
Compra Lidl alimentación,13/09/2019,"26,67",Food,Expenses
Factura gas calefacción,16/09/2019,"6,74",Invoice,Expenses
Cuota gimnasio mensual,06/09/2019,"88,34",Invoice,Expenses
Aperitivo domingo amigos,09/09/2019,"13,35",Leisure,Expenses
Paseo turístico ciudad,15/09/2019,"14,57",Leisure,Expenses
Compra libros ocio,15/09/2019,"24,04",Leisure,Expenses
Micro inversión fondo,01/08/2019,"10,00",Investment,Expenses
Ingreso trabajo parcial,24/08/2019,"125,18",Salary,Income
Cena romántica restaurante,16/08/2019,"17,51",Food,Expenses
Pizza noche viernes,15/08/2019,"10,38",Food,Expenses
Compra supermercado semanal,11/08/2019,"46,12",Food,Expenses
Alimentación semana corriente,04/08/2019,"39,31",Food,Expenses
Recibo domiciliado mensual,13/08/2019,"23,66",Invoice,Expenses
Suscripción software mensual,14/08/2019,"56,51",Invoice,Expenses
Suscripción anual servicio,20/08/2019,"9,22",Invoice,Expenses
Factura teléfono móvil,01/08/2019,"18,31",Invoice,Expenses
Tarde de compras,27/08/2019,"28,61",Leisure,Expenses
Ingreso trabajo esporádico,28/08/2019,"49,35",Deposit,Income
Ocio nocturno vacaciones,21/08/2019,"135,67",Vacations,Expenses
Inversión pequeña bolsa,01/07/2019,"20,00",Investment,Expenses
Salario mes corriente,26/07/2019,"134,07",Salary,Income
Cena casa amigos,11/07/2019,"2,64",Food,Expenses
Compra grande mensual,18/07/2019,"37,44",Food,Expenses
Tapas bar con amigos,25/07/2019,"14,40",Food,Expenses
Supermercado Día semana,08/07/2019,"25,84",Food,Expenses
Factura gas calefacción,02/07/2019,"20,50",Invoice,Expenses
Seguro coche mensual,26/07/2019,"21,23",Invoice,Expenses
Actividad cultural ciudad,14/07/2019,"30,28",Leisure,Expenses
Compra ocio personal,05/07/2019,"2,60",Leisure,Expenses
Concierto música live,15/07/2019,"6,48",Leisure,Expenses
Excursión vacaciones verano,18/07/2019,"109,65",Vacations,Expenses
Aportación índice bursátil,01/06/2019,"15,00",Investment,Expenses
Cobro trabajo freelance,26/06/2019,"180,39",Salary,Income
Pago trabajo puntual,13/06/2019,"76,24",Salary,Income
Brunch fin semana,01/06/2019,"22,95",Food,Expenses
Menú del día trabajo,03/06/2019,"14,65",Food,Expenses
Panadería desayunos semana,03/06/2019,"43,30",Food,Expenses
Ropa compra online,10/06/2019,"55,45",Invoice,Expenses
Tarifa plan datos móvil,04/06/2019,"94,75",Invoice,Expenses
Factura luz mes,04/06/2019,"93,33",Invoice,Expenses
Suscripción servicio digital,17/06/2019,"12,84",Invoice,Expenses
Tarde museo exposición,24/06/2019,"24,06",Leisure,Expenses
Aperitivo domingo amigos,14/06/2019,"19,70",Leisure,Expenses
Noche fútbol bar,10/06/2019,"16,21",Leisure,Expenses
Ingreso freelance extra,15/06/2019,"36,98",Deposit,Income
Desayuno hotel turístico,17/06/2019,"99,36",Vacations,Expenses
Inversión periódica fondo,01/05/2019,"10,00",Investment,Expenses
Transferencia nómina empresa,25/05/2019,"130,95",Salary,Income
Cena entre semana,08/05/2019,"27,77",Food,Expenses
Alimentación semana corriente,18/05/2019,"33,36",Food,Expenses
Comida rápida mediodía,20/05/2019,"17,08",Food,Expenses
Factura teléfono móvil,01/05/2019,"65,96",Invoice,Expenses
Tasa municipal anual,02/05/2019,"18,87",Invoice,Expenses
Cuota plataforma web,07/05/2019,"23,90",Invoice,Expenses
Suscripción anual servicio,03/05/2019,"70,39",Invoice,Expenses
Netflix suscripción mensual,01/05/2019,"25,20",Leisure,Expenses
Tarde de compras,11/05/2019,"30,08",Leisure,Expenses
Vermut domingo terraceo,09/05/2019,"8,65",Leisure,Expenses
Pago recibido deuda,08/05/2019,"83,96",Deposit,Income
Aportación plan ahorro,01/04/2019,"15,00",Investment,Expenses
Ingreso laboral mensual,22/04/2019,"156,81",Salary,Income
Cobro trabajo mes,11/04/2019,"54,34",Salary,Income
Supermercado Día semana,02/04/2019,"14,16",Food,Expenses
Compra diaria alimentación,26/04/2019,"33,47",Food,Expenses
Menú del día trabajo,18/04/2019,"14,08",Food,Expenses
Cena casa amigos,21/04/2019,"34,26",Food,Expenses
Pago servicio online,25/04/2019,"56,80",Invoice,Expenses
Factura luz mes,10/04/2019,"44,33",Invoice,Expenses
Compra online facturada,09/04/2019,"19,87",Invoice,Expenses
Concierto música live,27/04/2019,"33,49",Leisure,Expenses
Actividad deportiva semana,21/04/2019,"23,50",Leisure,Expenses
Devolución Hacienda,17/04/2019,"7,70",Deposit,Income
Compra acciones tecnología,01/03/2019,"5,00",Investment,Expenses
Pago nómina trabajo,20/03/2019,"138,61",Salary,Income
Cena entre semana,25/03/2019,"7,35",Food,Expenses
Mercadona semana despensa,16/03/2019,"27,05",Food,Expenses
Factura internet fibra,07/03/2019,"48,10",Invoice,Expenses
Pago suscripción app,02/03/2019,"30,44",Invoice,Expenses
Tarde bolera amigos,15/03/2019,"15,91",Leisure,Expenses
Café con compañeros,02/03/2019,"28,93",Leisure,Expenses
Aportación plan pensiones,01/02/2019,"10,00",Investment,Expenses
Ingreso trabajo parcial,25/02/2019,"88,79",Salary,Income
Cobro trabajo freelance,10/02/2019,"47,96",Salary,Income
Panadería desayunos semana,23/02/2019,"3,06",Food,Expenses
Comida delivery casa,21/02/2019,"3,18",Food,Expenses
Alimentación semana corriente,17/02/2019,"47,68",Food,Expenses
Pedido comida online,15/02/2019,"19,85",Food,Expenses
Pago mensual almacenamiento,26/02/2019,"71,04",Invoice,Expenses
Seguro coche mensual,04/02/2019,"4,50",Invoice,Expenses
Recibo seguro médico,05/02/2019,"7,14",Invoice,Expenses
Compra online facturada,28/02/2019,"72,44",Invoice,Expenses
Compra ocio personal,22/02/2019,"31,31",Leisure,Expenses
Cine tarde semana,10/02/2019,"12,33",Leisure,Expenses
Netflix suscripción mensual,15/02/2019,"14,92",Leisure,Expenses
Compra participaciones fondo,01/01/2019,"5,00",Investment,Expenses
Nómina mensual empresa,20/01/2019,"134,71",Salary,Income
Cena entre semana,09/01/2019,"19,48",Food,Expenses
Tapas bar con amigos,12/01/2019,"33,27",Food,Expenses
Compra grande mensual,19/01/2019,"35,84",Food,Expenses
Factura gas calefacción,14/01/2019,"99,41",Invoice,Expenses
Compra electrónica online,20/01/2019,"11,04",Invoice,Expenses
Pago mensual almacenamiento,05/01/2019,"44,86",Invoice,Expenses
Salida noche amigos,12/01/2019,"28,51",Leisure,Expenses
Streaming plataforma digital,13/01/2019,"20,74",Leisure,Expenses
Devolución pago exceso,18/01/2019,"43,05",Deposit,Income
Aportación fondo indexado,01/12/2018,"5,00",Investment,Expenses
Transferencia nómina empresa,21/12/2018,"114,83",Salary,Income
Cobro nómina completa,12/12/2018,"64,28",Salary,Income
Compra supermercado semanal,12/12/2018,"10,35",Food,Expenses
Frutería mercado local,4/12/2018,"28,02",Food,Expenses
Compra semanal Alcampo,4/12/2018,"43,41",Food,Expenses
Cuota gimnasio mensual,1/12/2018,"37,38",Invoice,Expenses
Recibo seguro médico,9/12/2018,"15,38",Invoice,Expenses
Aperitivo domingo amigos,5/12/2018,"25,22",Leisure,Expenses
Transferencia familiar recibida,13/12/2018,"67,23",Deposit,Income
Inversión S&P500,01/11/2018,"20,00",Investment,Expenses
Cobro mensual empleo,22/11/2018,"174,87",Salary,Income
Alimentación semana corriente,22/11/2018,"14,90",Food,Expenses
Pedido comida online,23/11/2018,"45,76",Food,Expenses
Compra grande mensual,15/11/2018,"47,96",Food,Expenses
Cena entre semana,6/11/2018,"46,53",Food,Expenses
Factura teléfono móvil,19/11/2018,"44,96",Invoice,Expenses
Amazon Prime renovación,22/11/2018,"46,00",Invoice,Expenses
Pago suscripción app,3/11/2018,"52,09",Invoice,Expenses
Material oficina compra,4/11/2018,"27,36",Invoice,Expenses
Paseo turístico ciudad,26/11/2018,"20,92",Leisure,Expenses
Tarde bolera amigos,28/11/2018,"1,95",Leisure,Expenses
Videojuego descarga digital,24/11/2018,"1,39",Leisure,Expenses
Micro inversión fondo,01/10/2018,"15,00",Investment,Expenses
Pago trabajo puntual,22/10/2018,"130,34",Salary,Income
Comida delivery casa,5/10/2018,"45,14",Food,Expenses
Almuerzo entre semana,6/10/2018,"47,17",Food,Expenses
Alimentación semana corriente,6/10/2018,"12,79",Food,Expenses
Servicio profesional puntual,6/10/2018,"11,36",Invoice,Expenses
Seguro vida mensual,22/10/2018,"78,42",Invoice,Expenses
Actividad deportiva semana,11/10/2018,"18,14",Leisure,Expenses
Noche fútbol bar,11/10/2018,"11,09",Leisure,Expenses
Aperitivo domingo amigos,9/10/2018,"10,51",Leisure,Expenses
Aportación cartera bolsa,01/09/2018,"10,00",Investment,Expenses
Ingreso laboral mensual,23/09/2018,"197,32",Salary,Income
Cena romántica restaurante,10/09/2018,"44,11",Food,Expenses
Compra supermercado semanal,17/09/2018,"24,77",Food,Expenses
Frutería mercado local,01/09/2018,"8,30",Food,Expenses
Factura luz mes,16/09/2018,"28,16",Invoice,Expenses
Compra online facturada,04/09/2018,"49,06",Invoice,Expenses
Tarifa plan datos móvil,02/09/2018,"41,92",Invoice,Expenses
Salida noche amigos,18/09/2018,"7,63",Leisure,Expenses
Salida bar copas,27/09/2018,"32,12",Leisure,Expenses
Inversión cartera valores,01/08/2018,"10,00",Investment,Expenses
Cobro trabajo freelance,26/08/2018,"164,37",Salary,Income
Carnicería compra semana,03/08/2018,"26,85",Food,Expenses
Compra semanal Alcampo,17/08/2018,"32,16",Food,Expenses
Compra Lidl alimentación,14/08/2018,"38,47",Food,Expenses
Suscripción software mensual,26/08/2018,"14,97",Invoice,Expenses
Pago mensual almacenamiento,04/08/2018,"39,05",Invoice,Expenses
Seguro vida mensual,13/08/2018,"97,25",Invoice,Expenses
Suscripción servicio digital,27/08/2018,"36,20",Invoice,Expenses
Partido fútbol estadio,14/08/2018,"3,55",Leisure,Expenses
Vermut domingo terraceo,04/08/2018,"11,82",Leisure,Expenses
Cobro servicio prestado,06/08/2018,"73,25",Deposit,Income
Compra participaciones fondo,01/07/2018,"15,00",Investment,Expenses
Nómina mensual empresa,28/07/2018,"176,50",Salary,Income
Pago nómina trabajo,13/07/2018,"20,84",Salary,Income
Alimentación semana corriente,15/07/2018,"4,49",Food,Expenses
Compra diaria alimentación,23/07/2018,"27,44",Food,Expenses
Comida rápida mediodía,14/07/2018,"9,55",Food,Expenses
Material oficina compra,09/07/2018,"25,02",Invoice,Expenses
Seguro coche mensual,13/07/2018,"23,17",Invoice,Expenses
Factura anual dominio web,21/07/2018,"45,03",Invoice,Expenses
Actividad cultural ciudad,27/07/2018,"31,42",Leisure,Expenses
Factura vuelo ida vuelta,14/07/2018,"147,76",Vacations,Expenses
Aportación índice bursátil,01/06/2018,"15,00",Investment,Expenses
Cobro trabajo mes,21/06/2018,"150,88",Salary,Income
Cena romántica restaurante,19/06/2018,"28,02",Food,Expenses
Mercadona semana despensa,05/06/2018,"34,94",Food,Expenses
Compra grande mensual,14/06/2018,"5,22",Food,Expenses
Cuota plataforma web,17/06/2018,"70,66",Invoice,Expenses
Factura gas calefacción,22/06/2018,"90,35",Invoice,Expenses
Ocio fin de semana,13/06/2018,"29,44",Leisure,Expenses
Escape room amigos,17/06/2018,"16,82",Leisure,Expenses
Compra ETF mensual,01/05/2018,"15,00",Investment,Expenses
Cobro nómina completa,27/05/2018,"124,40",Salary,Income
Ingreso trabajo parcial,17/05/2018,"79,22",Salary,Income
